154,4054,6
284,255,11
433,3101,34
396,7522,55
321,5474,76
426,9982,88
350,555,90
218,152,101
151,1330,132
211,7722,153
322,5345,158
375,440,171
311,6785,171
335,6785,178
182,4838,201
156,3205,212
400,2566,232
196,989,241
282,9615,248
198,9891,252
301,6474,254
293,2674,256
212,4417,259
158,8621,261
427,1459,279
227,4818,288
404,549,308
394,6831,318
172,3031,319
226,1843,320
157,1426,332
216,4753,342
316,5239,344
305,2101,349
227,3013,349
421,8160,356
418,7209,362
408,7478,364
421,3784,369
389,868,379
437,3791,391
180,7110,396
263,7144,423
154,3756,430
275,8849,433
284,4428,445
186,4507,455
446,5735,457
291,1194,462
344,7664,464
158,7234,472
419,7370,486
285,3603,497
411,1163,498
196,752,505
384,7677,514
175,1483,514
283,7928,532
442,6334,533
175,4164,537
357,913,547
256,9096,550
186,6916,552
249,1355,558
271,4549,559
219,3852,566
369,3285,569
436,5348,573
258,465,573
205,3909,579
419,7717,599
284,9889,599
244,6779,603
307,38,626
209,6173,628
280,6259,630
230,4083,636
428,5540,640
358,6178,643
307,6334,644
388,925,655
304,9070,656
341,7139,665
369,6414,666
351,5943,712
279,9782,738
248,230,744
243,510,773
207,8797,782
396,6144,803
401,4933,814
275,2451,824
405,4192,835
153,3317,846
392,2192,862
321,7024,867
215,2025,868
354,6673,881
406,3822,892
207,4658,896
180,5672,896
246,2386,903
392,872,905
155,3783,910
220,9795,925
392,2603,932
401,7650,932
407,4984,936
443,9035,943
171,7904,953
397,8602,955
425,8912,990
352,8085,1025
426,7743,1035
158,8377,1038
157,9084,1068
305,6663,1069
291,8715,1089
151,4882,1100
331,2060,1103
175,4460,1115
403,7016,1125
348,7401,1139
222,1447,1140
175,7124,1141
256,6246,1143
313,8568,1166
228,6866,1168
330,9525,1178
234,8727,1199
362,8718,1211
281,8089,1223
374,994,1230
424,1672,1233
386,6168,1252
296,4682,1259
247,7740,1261
200,6636,1262
441,1687,1269
204,5113,1272
342,7104,1281
275,2591,1314
406,2698,1331
294,5510,1333
313,838,1356
168,9883,1360
366,5335,1365
292,8428,1371
174,9389,1385
167,5410,1390
444,7836,1408
256,3237,1454
414,8436,1467
266,4813,1468
321,2310,1468
444,6345,1477
329,6830,1495
205,3159,1498
410,1092,1516
217,5797,1564
235,8305,1569
407,128,1570
239,3157,1582
344,6985,1613
351,2948,1618
192,7245,1632
265,9193,1639
331,6590,1641
345,9835,1655
197,7291,1672
175,6092,1684
414,2479,1686
281,4406,1707
444,263,1707
265,3012,1723
433,8380,1770
399,5974,1772
153,804,1776
356,4147,1776
387,373,1791
236,3222,1803
171,7193,1806
282,6427,1814
206,20,1818
432,7639,1824
224,9666,1836
217,8597,1868
314,9543,1877
285,9993,1880
192,8273,1882
437,1761,1897
294,6047,1898
415,6189,1928
437,5357,1932
381,9780,1941
192,6738,1949
373,4488,1959
218,914,1976
247,6286,2000
339,5819,2008
333,7677,2046
181,1106,2050
211,9189,2054
201,2490,2072
378,7120,2079
360,6188,2106
212,4388,2107
168,7312,2115
229,8121,2117
312,5317,2172
341,6779,2183
268,3791,2188
285,6443,2189
153,6313,2217
325,9687,2235
390,6436,2240
164,1339,2256
438,8840,2285
360,4031,2287
306,6177,2289
308,3704,2327
301,5518,2328
