1000000000,0
1000062500,0
1000125000,0
1000187500,1
1000250000,2
1000312500,1
1000375000,0
1000437500,2
1000500000,1
1000562500,1
1000625000,-1
1000687500,-3
1000750000,-2
1000812500,-1
1000875000,-2
1000937500,-1
1001000000,1
1001062500,-1
1001125000,0
1001187500,0
1001250000,0
1001312500,0
1001375000,1
1001437500,1
1001500000,1
1001562500,1
1001625000,0
1001687500,0
1001750000,4
1001812500,4
1001875000,0
1001937500,2
1002000000,3
1002062500,1
1002125000,-1
1002187500,1
1002250000,2
1002312500,0
1002375000,1
1002437500,4
1002500000,-2
1002562500,0
1002625000,2
1002687500,-2
1002750000,-2
1002812500,-2
1002875000,-2
1002937500,-3
1003000000,-6
1003062500,-4
1003125000,-2
1003187500,-2
1003250000,-4
1003312500,-3
1003375000,1
1003437500,-2
1003500000,-3
1003562500,-5
1003625000,-4
1003687500,-2
1003750000,-3
1003812500,0
1003875000,0
1003937500,1
1004000000,1
1004062500,0
1004125000,1
1004187500,1
1004250000,1
1004312500,0
1004375000,0
1004437500,0
1004500000,2
1004562500,2
1004625000,1
1004687500,1
1004750000,2
1004812500,-2
1004875000,-1
1004937500,0
1005000000,-2
1005062500,-2
1005125000,0
1005187500,-1
1005250000,2
1005312500,-1
1005375000,-1
1005437500,2
1005500000,-3
1005562500,0
1005625000,-1
1005687500,-1
1005750000,1
1005812500,-1
1005875000,2
1005937500,3
1006000000,1
1006062500,1
1006125000,0
1006187500,1
1006250000,0
1006312500,2
1006375000,2
1006437500,2
1006500000,2
1006562500,3
1006625000,4
1006687500,5
1006750000,5
1006812500,7
1006875000,7
1006937500,3
1007000000,4
1007062500,2
1007125000,2
1007187500,3
1007250000,2
1007312500,3
1007375000,0
1007437500,0
1007500000,3
1007562500,0
1007625000,1
1007687500,1
1007750000,0
1007812500,1
1007875000,0
1007937500,-1
1008000000,2
1008062500,4
1008125000,0
1008187500,2
1008250000,2
1008312500,1
1008375000,1
1008437500,0
1008500000,1
1008562500,0
1008625000,1
1008687500,0
1008750000,1
1008812500,-1
1008875000,-4
1008937500,-1
1009000000,-2
1009062500,-1
1009125000,0
1009187500,0
1009250000,0
1009312500,-1
1009375000,2
1009437500,0
1009500000,1
1009562500,-3
1009625000,-2
1009687500,1
1009750000,-2
1009812500,0
1009875000,0
1009937500,1
1010000000,-1
1010062500,-1
1010125000,2
1010187500,-2
1010250000,1
1010312500,-2
1010375000,0
1010437500,1
1010500000,-2
1010562500,-2
1010625000,-3
1010687500,-2
1010750000,-3
1010812500,0
1010875000,-1
1010937500,-2
1011000000,-3
1011062500,-1
1011125000,-1
1011187500,-2
1011250000,1
1011312500,-3
1011375000,-1
1011437500,0
1011500000,0
1011562500,1
1011625000,-2
1011687500,-1
1011750000,1
1011812500,-2
1011875000,-1
1011937500,0
1012000000,0
1012062500,0
1012125000,-1
1012187500,0
1012250000,0
1012312500,0
1012375000,1
1012437500,-1
1012500000,0
1012562500,1
1012625000,-1
1012687500,-2
1012750000,-3
1012812500,0
1012875000,-1
1012937500,-3
1013000000,-3
1013062500,-1
1013125000,1
1013187500,0
1013250000,1
1013312500,1
1013375000,0
1013437500,0
1013500000,1
1013562500,1
1013625000,1
1013687500,1
1013750000,0
1013812500,0
1013875000,0
1013937500,1
1014000000,0
1014062500,1
1014125000,0
1014187500,1
1014250000,3
1014312500,1
1014375000,0
1014437500,1
1014500000,2
1014562500,-4
1014625000,-3
1014687500,-2
1014750000,-3
1014812500,-3
1014875000,-1
1014937500,1
1015000000,0
1015062500,-1
1015125000,0
1015187500,1
1015250000,-3
1015312500,-2
1015375000,-2
1015437500,-2
1015500000,-3
1015562500,-2
1015625000,-2
1015687500,-3
1015750000,-3
1015812500,-3
1015875000,-1
1015937500,1
1016000000,-2
1016062500,-3
1016125000,-1
1016187500,-3
1016250000,-2
1016312500,1
1016375000,1
1016437500,-2
1016500000,-1
1016562500,0
1016625000,1
1016687500,0
1016750000,-1
1016812500,2
1016875000,1
1016937500,1
1017000000,-1
1017062500,3
1017125000,1
1017187500,1
1017250000,4
1017312500,1
1017375000,0
1017437500,0
1017500000,1
1017562500,-2
1017625000,-3
1017687500,-1
1017750000,-1
1017812500,0
1017875000,0
1017937500,2
