0,0,100000,0
1,37,100003,10
2,74,100006,20
3,11,100009,30
4,48,100012,40
5,85,100015,50
6,22,100018,60
7,59,100021,70
8,96,100024,80
9,33,100027,90
10,70,100030,100
11,7,100033,110
12,44,100036,120
13,81,100039,130
14,18,100042,140
15,55,100045,150
16,92,100048,160
17,29,100051,170
18,66,100054,180
19,3,100057,190
20,40,100060,200
21,77,100063,210
22,14,100066,220
23,51,100069,230
24,88,100072,240
25,25,100075,250
26,62,100078,260
27,99,100081,270
28,36,100084,280
29,73,100087,290
30,10,100090,300
31,47,100093,310
32,84,100096,320
33,21,100099,330
34,58,100102,340
35,95,100105,350
36,32,100108,360
37,69,100111,370
38,6,100114,380
39,43,100117,390
40,80,100120,400
41,17,100123,410
42,54,100126,420
43,91,100129,430
44,28,100132,440
45,65,100135,450
46,2,100138,460
47,39,100141,470
48,76,100144,480
49,13,100147,490
50,50,100150,500
51,87,100153,510
52,24,100156,520
53,61,100159,530
54,98,100162,540
55,35,100165,550
56,72,100168,560
57,9,100171,570
58,46,100174,580
59,83,100177,590
60,20,100180,600
61,57,100183,610
62,94,100186,620
63,31,100189,630
64,68,100192,640
65,5,100195,650
66,42,100198,660
67,79,100201,670
68,16,100204,680
69,53,100207,690
70,90,100210,700
71,27,100213,710
72,64,100216,720
73,1,100219,730
74,38,100222,740
75,75,100225,750
76,12,100228,760
77,49,100231,770
78,86,100234,780
79,23,100237,790
80,60,100240,800
81,97,100243,810
82,34,100246,820
83,71,100249,830
84,8,100252,840
85,45,100255,850
86,82,100258,860
87,19,100261,870
88,56,100264,880
89,93,100267,890
90,30,100270,900
91,67,100273,910
92,4,100276,920
93,41,100279,930
94,78,100282,940
95,15,100285,950
96,52,100288,960
97,89,100291,970
98,26,100294,980
99,63,100297,990
100,0,100300,1000
101,37,100303,1010
102,74,100306,1020
103,11,100309,1030
104,48,100312,1040
105,85,100315,1050
106,22,100318,1060
107,59,100321,1070
108,96,100324,1080
109,33,100327,1090
110,70,100330,1100
111,7,100333,1110
112,44,100336,1120
113,81,100339,1130
114,18,100342,1140
115,55,100345,1150
116,92,100348,1160
117,29,100351,1170
118,66,100354,1180
119,3,100357,1190
120,40,100360,1200
121,77,100363,1210
122,14,100366,1220
123,51,100369,1230
124,88,100372,1240
125,25,100375,1250
126,62,100378,1260
127,99,100381,1270
128,36,100384,1280
129,73,100387,1290
130,10,100390,1300
131,47,100393,1310
132,84,100396,1320
133,21,100399,1330
134,58,100402,1340
135,95,100405,1350
136,32,100408,1360
137,69,100411,1370
138,6,100414,1380
139,43,100417,1390
140,80,100420,1400
141,17,100423,1410
142,54,100426,1420
143,91,100429,1430
144,28,100432,1440
145,65,100435,1450
146,2,100438,1460
147,39,100441,1470
148,76,100444,1480
149,13,100447,1490
150,50,100450,1500
151,87,100453,1510
152,24,100456,1520
153,61,100459,1530
154,98,100462,1540
155,35,100465,1550
156,72,100468,1560
157,9,100471,1570
158,46,100474,1580
159,83,100477,1590
160,20,100480,1600
161,57,100483,1610
162,94,100486,1620
163,31,100489,1630
164,68,100492,1640
165,5,100495,1650
166,42,100498,1660
167,79,100501,1670
168,16,100504,1680
169,53,100507,1690
170,90,100510,1700
171,27,100513,1710
172,64,100516,1720
173,1,100519,1730
174,38,100522,1740
175,75,100525,1750
176,12,100528,1760
177,49,100531,1770
178,86,100534,1780
179,23,100537,1790
180,60,100540,1800
181,97,100543,1810
182,34,100546,1820
183,71,100549,1830
184,8,100552,1840
185,45,100555,1850
186,82,100558,1860
187,19,100561,1870
188,56,100564,1880
189,93,100567,1890
190,30,100570,1900
191,67,100573,1910
192,4,100576,1920
193,41,100579,1930
194,78,100582,1940
195,15,100585,1950
196,52,100588,1960
197,89,100591,1970
198,26,100594,1980
199,63,100597,1990
200,0,100600,2000
201,37,100603,2010
202,74,100606,2020
203,11,100609,2030
204,48,100612,2040
205,85,100615,2050
206,22,100618,2060
207,59,100621,2070
208,96,100624,2080
209,33,100627,2090
210,70,100630,2100
211,7,100633,2110
212,44,100636,2120
213,81,100639,2130
214,18,100642,2140
215,55,100645,2150
216,92,100648,2160
217,29,100651,2170
218,66,100654,2180
219,3,100657,2190
220,40,100660,2200
221,77,100663,2210
222,14,100666,2220
223,51,100669,2230
224,88,100672,2240
225,25,100675,2250
226,62,100678,2260
227,99,100681,2270
228,36,100684,2280
229,73,100687,2290
230,10,100690,2300
231,47,100693,2310
232,84,100696,2320
233,21,100699,2330
234,58,100702,2340
235,95,100705,2350
236,32,100708,2360
237,69,100711,2370
238,6,100714,2380
239,43,100717,2390
240,80,100720,2400
241,17,100723,2410
242,54,100726,2420
243,91,100729,2430
244,28,100732,2440
245,65,100735,2450
246,2,100738,2460
247,39,100741,2470
248,76,100744,2480
249,13,100747,2490
250,50,100750,2500
251,87,100753,2510
252,24,100756,2520
253,61,100759,2530
254,98,100762,2540
255,35,100765,2550
256,72,100768,2560
257,9,100771,2570
258,46,100774,2580
259,83,100777,2590
260,20,100780,2600
261,57,100783,2610
262,94,100786,2620
263,31,100789,2630
264,68,100792,2640
265,5,100795,2650
266,42,100798,2660
267,79,100801,2670
268,16,100804,2680
269,53,100807,2690
270,90,100810,2700
271,27,100813,2710
272,64,100816,2720
273,1,100819,2730
274,38,100822,2740
275,75,100825,2750
276,12,100828,2760
277,49,100831,2770
278,86,100834,2780
279,23,100837,2790
280,60,100840,2800
281,97,100843,2810
282,34,100846,2820
283,71,100849,2830
284,8,100852,2840
285,45,100855,2850
286,82,100858,2860
287,19,100861,2870
288,56,100864,2880
289,93,100867,2890
290,30,100870,2900
291,67,100873,2910
292,4,100876,2920
293,41,100879,2930
294,78,100882,2940
295,15,100885,2950
296,52,100888,2960
297,89,100891,2970
298,26,100894,2980
299,63,100897,2990
300,0,100900,3000
301,37,100903,3010
302,74,100906,3020
303,11,100909,3030
304,48,100912,3040
305,85,100915,3050
306,22,100918,3060
307,59,100921,3070
308,96,100924,3080
309,33,100927,3090
310,70,100930,3100
311,7,100933,3110
312,44,100936,3120
313,81,100939,3130
314,18,100942,3140
315,55,100945,3150
316,92,100948,3160
317,29,100951,3170
318,66,100954,3180
319,3,100957,3190
320,40,100960,3200
321,77,100963,3210
322,14,100966,3220
323,51,100969,3230
324,88,100972,3240
325,25,100975,3250
326,62,100978,3260
327,99,100981,3270
328,36,100984,3280
329,73,100987,3290
330,10,100990,3300
331,47,100993,3310
332,84,100996,3320
333,21,100999,3330
334,58,101002,3340
335,95,101005,3350
336,32,101008,3360
337,69,101011,3370
338,6,101014,3380
339,43,101017,3390
340,80,101020,3400
341,17,101023,3410
342,54,101026,3420
343,91,101029,3430
344,28,101032,3440
345,65,101035,3450
346,2,101038,3460
347,39,101041,3470
348,76,101044,3480
349,13,101047,3490
350,50,101050,3500
351,87,101053,3510
352,24,101056,3520
353,61,101059,3530
354,98,101062,3540
355,35,101065,3550
356,72,101068,3560
357,9,101071,3570
358,46,101074,3580
359,83,101077,3590
360,20,101080,3600
361,57,101083,3610
362,94,101086,3620
363,31,101089,3630
364,68,101092,3640
365,5,101095,3650
366,42,101098,3660
367,79,101101,3670
368,16,101104,3680
369,53,101107,3690
370,90,101110,3700
371,27,101113,3710
372,64,101116,3720
373,1,101119,3730
374,38,101122,3740
375,75,101125,3750
376,12,101128,3760
377,49,101131,3770
378,86,101134,3780
379,23,101137,3790
380,60,101140,3800
381,97,101143,3810
382,34,101146,3820
383,71,101149,3830
384,8,101152,3840
385,45,101155,3850
386,82,101158,3860
387,19,101161,3870
388,56,101164,3880
389,93,101167,3890
390,30,101170,3900
391,67,101173,3910
392,4,101176,3920
393,41,101179,3930
394,78,101182,3940
395,15,101185,3950
396,52,101188,3960
397,89,101191,3970
398,26,101194,3980
399,63,101197,3990
400,0,101200,4000
