1,873485,316,2,0,1577842873868,2522592464,17456247151243191643,679441530793480664,36786839,12741
2,736399,438,2,0,1577872198591,1033298000,14497514005738119205,12175270035978287239,2396231263,28820
3,636914,224,2,0,1577889287391,1572566830,13891627816534526961,5494593093739423770,1269110238,19110
4,348640,179,2,0,1577907985041,1516358926,17942623183350102007,7271359986201077008,1139902305,298
5,347383,286,1,0,1577906456762,4229806134,1011557656272282974,8254841996781346691,2454844034,2141
6,326995,271,1,0,1577903894852,1908077661,15267526837988900929,12626041136762458979,1574135378,41975
7,595882,103,2,0,1577839974537,2154108033,3228575607194944432,17531855231871081638,3333571757,20767
8,206245,31,1,0,1577909036410,3047737760,7174273034711489823,4813400205594907249,2143044066,32732
9,544093,17,2,0,1577893384355,69074060,12869715325939228215,16181597533735334938,1759845384,58822
10,864396,499,1,0,1577868330056,602465524,4173169603146620909,10235415194266316333,4039527490,57140
11,596460,264,3,0,1577834173200,1300554364,12184927935859928825,10322985854744411345,1713580950,17250
12,969259,34,2,0,1577905702768,2324318191,1382957921972021491,8359142222861723922,424561597,17869
13,863580,283,0,0,1577907184867,4212909738,1853273938677098047,16140608926192676179,2008464468,63500
14,878266,128,0,0,1577855619750,1107130154,1550619797453482064,1447744221540464804,3213160028,31729
15,501106,23,0,0,1577902960227,2475818584,14807166645602797695,3898259645509078985,1159227579,47461
16,29079,50,0,1,1577907058295,1188245837,13982747513091523852,17700446419290124532,1873988084,54731
17,789680,483,1,0,1577856049224,475888770,16405541064525060767,765123782846994260,861119770,21619
18,187850,371,2,0,1577840426881,931167465,9334341772110206804,11487018213160588010,1627479053,11378
19,372681,418,0,1,1577918421053,2490270895,16239769275598026473,15345808572830083877,895394239,64422
20,773993,160,3,0,1577907964136,3034783196,924025899848683797,2322540699926639128,1775929375,17036
21,903789,475,2,0,1577866176762,2936652629,11101797996491361143,15819576669510369000,2008015899,4111
22,991205,10,1,0,1577845597049,2996115793,14166776583423982140,13234012373721116362,2775642981,20861
23,37859,198,2,0,1577906741085,2343033429,17772021027121576452,7240406905348143185,904665184,7728
24,762023,151,0,0,1577841592386,3649069048,3310034007156424779,9499481802973598143,2754137303,31103
25,677895,410,2,0,1577856773634,2507805509,8552081858104557121,17952196997668543183,360123681,20872
26,625100,121,0,0,1577904244493,1740795989,6102846221365148186,1016753327172523987,2306788729,47927
27,871836,7,3,0,1577893882307,4063731556,9385514959174477044,7629707143603859234,923638669,28420
28,41381,213,3,0,1577860662091,706035,7873770418698208630,18278685443328842940,525080284,59030
29,81808,170,1,0,1577911463068,2658969379,2673748743696921418,11791526224843999903,668157757,6447
30,689765,439,2,0,1577914232329,4219203032,10687485554056745927,14709296474083521253,1385192470,19601
31,696055,238,3,0,1577906434542,2081691053,3838184551942263327,9972401999133168707,2230384073,54799
32,249689,148,3,0,1577890347924,34609426,3728832380653087637,418574592615303668,1818876727,58608
33,468980,358,0,0,1577913870488,3340086668,17782638599900360163,1087776278258271276,3878885503,11790
34,946230,481,3,0,1577916698371,302034735,5893765551918276872,8946777542866860090,3069560229,29272
35,459385,485,2,1,1577837119651,162895779,5790294523253443423,323255098832459112,2925786660,48623
36,210311,230,0,0,1577912573626,1619399342,15585802302125513161,12488761639619547684,1911974801,39597
37,762445,199,3,0,1577845214083,2129463788,13208542798871750015,18273299834873754833,1537234597,23067
38,705442,363,1,0,1577854106894,3378718264,13048432774627322839,9520579516497808141,1948963527,27794
39,902047,132,3,0,1577860275219,79986180,3553184127423931090,12625268305095164615,3198154663,15389
40,876044,358,2,0,1577908878891,2396529335,12356390454275320060,12152310756557838540,4105864103,63110
41,629146,221,0,0,1577916237092,1354016957,886406690520259363,7560950566294086909,2498191284,25972
42,852109,298,3,0,1577836362178,2945912624,6985209134942105921,1115225757741911667,4215792407,22859
43,565809,360,0,0,1577859184343,1671271955,9264682742328090960,982260072036156637,615989212,64685
44,329783,232,1,0,1577848339779,3773526977,10887791613298755361,7340741021829374519,1007761182,51634
45,393394,462,0,0,1577881419732,795939989,4697130436565584367,4834909393545729837,2654547561,50014
46,864160,227,1,0,1577876795707,309829687,15988596449390359502,8012795602521851772,871990145,33449
47,241751,339,3,0,1577892086292,573995362,5640126877061117690,14005154649468554805,443282226,64554
48,318998,28,3,0,1577916811829,3816994605,2611561818833183738,132673655321167867,1954902247,19423
49,246733,32,0,1,1577869984172,2621138277,2913200442550056783,15236432564893980173,4107630363,64014
50,918481,202,3,0,1577844697095,819828853,12010563625675166813,17830078672491257252,1174793951,56721
51,507818,164,2,0,1577884344317,1080115979,16903005906940026404,13527521928590924710,3818822193,59026
52,606390,107,3,2,1577869867231,3392895580,9525122468529384171,4246985205960390960,2196057429,32638
53,858567,394,2,0,1577850840117,4028553163,8648682435441922845,14371250567421486922,3952474616,20029
54,28333,167,0,0,1577899825091,2749841516,9070722441492186804,16602630341801531942,1540669144,36240
55,76827,457,0,0,1577849058136,244350902,283326547669608303,7500710910767659619,784570194,43580
56,11376,461,2,0,1577864882244,2079473453,15623609674491306330,11306507347791025120,3629318754,13404
57,690969,339,1,0,1577913217899,1223203703,17134997045535201071,12827715560202038153,2503181958,37713
58,553873,227,3,0,1577912173796,614198925,2951095245795809888,15258212944446597340,2149999969,4376
59,875231,427,2,0,1577917872320,3107643028,15446093972873681842,17877200255842000460,2643240073,57297
60,96452,180,1,0,1577897234215,2739382324,6632078281934902590,17218643415665210496,2051026370,54074
61,893805,329,2,2,1577911498763,1514440222,6120940364040640329,7582656042526736696,1152054237,64642
62,217225,44,3,0,1577867556113,2630210692,10805669806387879776,1502578016880935921,3936908180,20185
63,514344,225,3,0,1577864750778,3121298525,564037139550829704,13347969142394149708,282634522,42160
64,516004,467,3,0,1577870918464,1172119612,11274637647430237909,2135148438065804853,1078633955,21800
65,468253,355,0,0,1577906934664,1779829535,10622137583855787763,12698068178377388842,2936359797,6454
66,105522,488,3,0,1577856421553,3033042588,1512144987406246749,8324033687086297449,1582020281,49576
67,291016,295,1,0,1577908693662,701828228,1028822632668269691,14051406053697412913,2502200183,23718
68,812668,162,1,0,1577857533366,1800834363,11352314923823865452,6563614629128562394,1038560381,31093
69,236127,213,3,0,1577845744788,2535302316,2803894049040235962,666327008419409818,143519440,51902
70,104960,40,3,0,1577874768892,2742603236,9370155767593190440,13754147779933467470,493589124,20154
71,672284,224,0,0,1577836696603,401413429,15951730464133400686,10165890525952997169,3519199606,24366
72,608440,221,0,0,1577897854638,727490765,1832745352378424674,11597118480717848150,2899469610,17397
73,281497,132,3,1,1577843046766,2127812297,12457577257193233959,314158283021402574,2185908434,4886
74,530825,401,1,0,1577884753882,784006821,6352954462940670817,13299568270732041869,948761480,38140
75,302606,396,2,0,1577916928881,12341948,8182051497923883286,5445702274656759862,3823928662,38034
76,595289,65,2,1,1577914335296,2647894999,12664252877687265795,3619454052295545826,4175808179,57324
77,355080,472,0,1,1577907613055,2172996999,9487395701736803265,9910992488300873951,2507094001,12222
78,801961,45,3,0,1577857789364,4196747085,10994469210664943868,6282542634433059236,503833356,40379
79,151912,268,0,0,1577846914982,1206059589,7844547535898220235,8747124118252454333,204274480,30576
80,236821,208,2,0,1577918458784,3194073309,2511724094290751195,238967919957274188,1128379850,40539
81,106525,467,2,0,1577855561076,535267429,8264452518443188808,13601993098417608003,2393283558,20452
82,204434,173,3,0,1577864415941,2255791121,3941422545173941201,16100902247989473829,2416489482,18131
83,85129,293,1,0,1577837541462,3053946478,14656810777144021958,9526213751634639273,3433662980,57962
84,472570,424,3,0,1577914529650,870837445,5491636616065548449,13894543516000026164,568150573,13439
85,633345,153,3,0,1577864094571,715353189,10745914526802012493,7297232774598763813,2238946614,2615
86,642470,340,0,1,1577838741514,1188695989,9842076640373072299,11112385817454043924,4048422957,23052
87,498845,201,2,0,1577875838536,2162798391,11978653795342720277,10505877693122994981,1193042696,39231
88,871828,103,1,0,1577880495021,4147273516,15131401319842030635,11658526799026020781,3242940353,48968
89,797413,60,3,0,1577886687025,655017303,13702413321807401802,4910432750635217035,547283552,44611
90,521740,232,3,1,1577860902963,1085599629,10555181440406267318,2965373246826458012,3293848660,10971
91,782045,45,1,0,1577861169014,1059797472,9996253835289862732,2317751398741238945,2791698245,27827
92,393,310,3,0,1577889248943,1678705823,17307121711214449975,286676495243056169,2152066191,12908
93,616921,385,3,0,1577917241215,2290536499,8714463789542037515,16384142213092377794,3852188765,33400
94,75953,93,1,0,1577904429245,1923163903,9045111798676180125,14336505119745633100,259762980,25077
95,552497,333,3,0,1577908811405,4192555484,10311600820313763183,17045076566043244278,3232996423,44904
96,824466,44,1,0,1577917608136,2150994296,14209863357028910359,1248090921048114835,3408092131,3642
97,180840,470,0,0,1577898177108,767373241,8931458413312369103,880326014409392341,3870151252,27662
98,631619,36,2,1,1577884334200,2217097920,15015520743093794829,11887936259596620817,2171108835,11095
99,454304,497,3,1,1577885411635,1869452632,7476810971468726479,9114269811669582778,2530280458,60766
100,565896,33,2,0,1577882235329,3101476530,17877175656997254463,9200255844448941290,2309024364,29679
101,436714,155,0,0,1577893276859,3074937078,16215860260876526823,13315832324786167146,3324919244,52949
102,964962,267,3,0,1577867737005,2626647119,1536600810534644484,16948147518983852768,4010234609,47790
103,860182,226,0,0,1577875776386,1420285883,11626979328706504807,9665592892011694320,1944564151,41623
